,vintage.wine.winery.seo_name,vintage.wine.winery.name,vintage.wine.name,vintage.year,vintage.statistics.ratings_average,vintage.wine.region.name,vintage.wine.region.seo_name,vintage.wine.style.region.seo_name
21,chateau-margaux,Château Margaux,Pavillon Rouge du Château Margaux,2010,4.4,Margaux,margaux,bordeaux
22,chateau-lafite-rothschild,Château Lafite Rothschild,Carruades de Lafite Pauillac,2011,4.2,Pauillac,pauillac,bordeaux
23,cheval-blanc,Château Cheval Blanc,Le Petit Cheval Saint-Émilion Grand Cru,2010,4.5,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
24,chateau-clinet,Château Clinet,Pomerol,2010,4.3,Pomerol,pomerol,bordeaux
0,de-sousa-and-fils,De Sousa,Brut Rosé Champagne,N.V.,3.9,Champagne,champagne,champagne
1,chateau-guiraud,Château Guiraud,Sauternes (Premier Grand Cru Classé),2015,4.2,Sauternes,sauternes,bordeaux
2,e-guigal,E. Guigal,Côtes-du-Rhône Rouge,2016,3.7,Côtes-du-Rhône,cotes-du-rhone,rhone
3,e-guigal,E. Guigal,Gigondas,2016,3.9,Gigondas,gigondas,rhone
4,beau-site,Château Beau-Site,Saint-Estèphe,2014,3.9,Saint-Estèphe,saint-estephe,bordeaux
5,mas-de-daumas-gassac,Mas de Daumas Gassac,Rouge,2017,4.1,Hérault,pays-dherault,languedoc-roussillon
6,chateau-lynch-bages,Château Lynch-Bages,Pauillac (Grand Cru Classé),1990,4.6,Pauillac,pauillac,bordeaux
7,fr-domaine-georges-vernay,Domaine Georges Vernay,Le Pied de Samson Viognier,2016,3.9,Collines Rhodaniennes,igp-collines-rhodaniennes,languedoc-roussillon
8,piper-heidsieck-champagne,Piper-Heidsieck,Brut Champagne,N.V.,3.9,Champagne,champagne,champagne
9,chateau-d-yquem,Château d'Yquem,Sauternes,1984,4.6,Sauternes,sauternes,bordeaux
10,chateau-grand-puy-lacoste,Château Grand-Puy-Lacoste,Pauillac (Grand Cru Classé),1985,4.4,Pauillac,pauillac,bordeaux
11,fr-chateau-darmailhac,Château d'Armailhac,Pauillac (Grand Cru Classé),2017,3.9,Pauillac,pauillac,bordeaux
12,chateau-canon,Château Canon,Saint-Émilion Grand Cru (Premier Grand Cru Classé),1989,4.4,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
13,chateau-beychevelle,Château Beychevelle,Saint-Julien (Grand Cru Classé),1970,4.1,Saint-Julien,saint-julien,bordeaux
14,haut-brion,Château Haut-Brion,Pessac-Léognan (Premier Grand Cru Classé),1975,4.5,Pessac-Léognan,pessac-leognan,bordeaux
15,cheval-blanc,Château Cheval Blanc,Saint-Émilion Grand Cru (Premier Grand Cru Classé),1982,4.7,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
16,ausone,Château Ausone,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2011,4.5,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
17,henri-bourgeois,Henri Bourgeois,Sancerre La Côte Des Monts Damnés,2018,4.0,Sancerre,sancerre,loire-valley
18,chateau-la-tour-de-mons,Château La Tour de Mons,Margaux,2014,3.9,Margaux,margaux,bordeaux
19,pommery,Pommery,Royal Brut Champagne,N.V.,3.9,Champagne,champagne,champagne
20,chateau-belgrave,Château Belgrave,Haut-Médoc (Grand Cru Classé),1997,3.7,Haut-Médoc,haut-medoc,bordeaux
21,haut-brion,Château Haut-Brion,Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion),1996,4.4,Pessac-Léognan,pessac-leognan,bordeaux
22,chateau-mouton-rothschild,Château Mouton Rothschild,Le Petit Mouton de Mouton Rothschild Pauillac,1997,4.5,Pauillac,pauillac,bordeaux
23,haut-brion,Château Haut-Brion,Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion),1998,4.3,Pessac-Léognan,pessac-leognan,bordeaux
24,chateau-brane-cantenac,Château Brane-Cantenac,Margaux (Grand Cru Classé),2010,4.3,Margaux,margaux,bordeaux
0,chateau-grand-puy-lacoste,Château Grand-Puy-Lacoste,Pauillac (Grand Cru Classé),1985,4.4,Pauillac,pauillac,bordeaux
1,fr-chateau-darmailhac,Château d'Armailhac,Pauillac (Grand Cru Classé),2017,3.9,Pauillac,pauillac,bordeaux
2,chateau-canon,Château Canon,Saint-Émilion Grand Cru (Premier Grand Cru Classé),1989,4.4,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
3,chateau-beychevelle,Château Beychevelle,Saint-Julien (Grand Cru Classé),1970,4.1,Saint-Julien,saint-julien,bordeaux
4,haut-brion,Château Haut-Brion,Pessac-Léognan (Premier Grand Cru Classé),1975,4.5,Pessac-Léognan,pessac-leognan,bordeaux
5,cheval-blanc,Château Cheval Blanc,Saint-Émilion Grand Cru (Premier Grand Cru Classé),1982,4.7,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
6,ausone,Château Ausone,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2011,4.5,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
7,henri-bourgeois,Henri Bourgeois,Sancerre La Côte Des Monts Damnés,2018,4.0,Sancerre,sancerre,loire-valley
8,chateau-la-tour-de-mons,Château La Tour de Mons,Margaux,2014,3.9,Margaux,margaux,bordeaux
9,pommery,Pommery,Royal Brut Champagne,N.V.,3.9,Champagne,champagne,champagne
10,chateau-belgrave,Château Belgrave,Haut-Médoc (Grand Cru Classé),1997,3.7,Haut-Médoc,haut-medoc,bordeaux
11,haut-brion,Château Haut-Brion,Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion),1996,4.4,Pessac-Léognan,pessac-leognan,bordeaux
12,chateau-mouton-rothschild,Château Mouton Rothschild,Le Petit Mouton de Mouton Rothschild Pauillac,1997,4.5,Pauillac,pauillac,bordeaux
13,haut-brion,Château Haut-Brion,Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion),1998,4.3,Pessac-Léognan,pessac-leognan,bordeaux
14,chateau-brane-cantenac,Château Brane-Cantenac,Margaux (Grand Cru Classé),2010,4.3,Margaux,margaux,bordeaux
15,chateau-suduiraut,Château Suduiraut,Sauternes (Premier Grand Cru Classé),1999,4.3,Sauternes,sauternes,bordeaux
16,chateau-lafite-rothschild,Château Lafite Rothschild,Carruades de Lafite Pauillac,1995,4.3,Pauillac,pauillac,bordeaux
17,chateau-belair-monange,Château Belair-Monange,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2014,4.0,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
18,fr-chateau-latour,Château Latour,Grand Vin Pauillac (Premier Grand Cru Classé),2000,4.7,Pauillac,pauillac,bordeaux
19,g-h-mumm,G.H. Mumm,Grand Cordon Brut Champagne,N.V.,3.9,Champagne,champagne,champagne
20,chateau-de-beaucastel,Château de Beaucastel,Châteauneuf-du-Pape,2006,4.3,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
21,la-mission-haut-brion,Château La Mission Haut-Brion,Pessac-Léognan (Grand Cru Classé de Graves),1994,4.4,Pessac-Léognan,pessac-leognan,bordeaux
22,chateau-duhart-milon,Château Duhart-Milon,Pauillac (Grand Cru Classé),1990,4.2,Pauillac,pauillac,bordeaux
23,chateau-margaux,Château Margaux,Pavillon Rouge du Château Margaux,2000,4.5,Margaux,margaux,bordeaux
24,chateau-de-beaucastel,Château de Beaucastel,Hommage à Jacques Perrin Châteauneuf-du-Pape,2010,4.5,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
0,haut-brion,Château Haut-Brion,Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion),1998,4.3,Pessac-Léognan,pessac-leognan,bordeaux
1,chateau-brane-cantenac,Château Brane-Cantenac,Margaux (Grand Cru Classé),2010,4.3,Margaux,margaux,bordeaux
2,chateau-suduiraut,Château Suduiraut,Sauternes (Premier Grand Cru Classé),1999,4.3,Sauternes,sauternes,bordeaux
3,chateau-lafite-rothschild,Château Lafite Rothschild,Carruades de Lafite Pauillac,1995,4.3,Pauillac,pauillac,bordeaux
4,chateau-belair-monange,Château Belair-Monange,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2014,4.0,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
5,fr-chateau-latour,Château Latour,Grand Vin Pauillac (Premier Grand Cru Classé),2000,4.7,Pauillac,pauillac,bordeaux
6,g-h-mumm,G.H. Mumm,Grand Cordon Brut Champagne,N.V.,3.9,Champagne,champagne,champagne
7,chateau-de-beaucastel,Château de Beaucastel,Châteauneuf-du-Pape,2006,4.3,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
8,la-mission-haut-brion,Château La Mission Haut-Brion,Pessac-Léognan (Grand Cru Classé de Graves),1994,4.4,Pessac-Léognan,pessac-leognan,bordeaux
9,chateau-duhart-milon,Château Duhart-Milon,Pauillac (Grand Cru Classé),1990,4.2,Pauillac,pauillac,bordeaux
10,chateau-margaux,Château Margaux,Pavillon Rouge du Château Margaux,2000,4.5,Margaux,margaux,bordeaux
11,chateau-de-beaucastel,Château de Beaucastel,Hommage à Jacques Perrin Châteauneuf-du-Pape,2010,4.5,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
12,chateau-beychevelle,Château Beychevelle,Saint-Julien (Grand Cru Classé),2002,4.3,Saint-Julien,saint-julien,bordeaux
13,chateau-de-beaucastel,Château de Beaucastel,Hommage à Jacques Perrin Châteauneuf-du-Pape,2012,4.4,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
14,chateau-de-beaucastel,Château de Beaucastel,Hommage à Jacques Perrin Châteauneuf-du-Pape,2013,4.4,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
15,chateau-de-beaucastel,Château de Beaucastel,Hommage à Jacques Perrin Châteauneuf-du-Pape,2016,4.6,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
16,langoa-and-leoville-barton,Château Langoa Barton,Saint-Julien (Grand Cru Classé),2000,4.2,Saint-Julien,saint-julien,bordeaux
17,chateau-siran,Château Siran,Margaux,2000,4.1,Margaux,margaux,bordeaux
18,chateau-lagrange,Château Lagrange,Les Fiefs de Lagrange Saint-Julien,2000,4.1,Saint-Julien,saint-julien,bordeaux
19,chateau-phelan-segur,Château Phélan Ségur,Saint-Estèphe,2010,4.0,Saint-Estèphe,saint-estephe,bordeaux
20,fr-chateau-darmailhac,Château d'Armailhac,Pauillac (Grand Cru Classé),2003,4.1,Pauillac,pauillac,bordeaux
21,fr-chateau-doisy-daene,Château Doisy-Daëne,Barsac (Grand Cru Classé),2003,4.2,Barsac,barsac,bordeaux
22,chateau-chasse-spleen,Château Chasse-Spleen,Moulis-en-Médoc,2002,4.0,Moulis-en-Médoc,moulis-en-medoc,bordeaux
23,chateau-duhart-milon,Château Duhart-Milon,Pauillac (Grand Cru Classé),2004,4.3,Pauillac,pauillac,bordeaux
24,fr-chateau-darmailhac,Château d'Armailhac,Pauillac (Grand Cru Classé),2005,4.2,Pauillac,pauillac,bordeaux
0,dampierre,Comte Audoin de Dampierre,Grande Cuvée Brut Champagne,N.V.,3.7,Champagne,champagne,champagne
1,la-chablisienne,La Chablisienne,Chablis 1er Cru 'Fourchaume',2017,3.9,Chablis 1er Cru 'Fourchaume',chablis-fourchaume,bourgogne
2,jose-michel-and-fils,José Michel & Fils,Extra-Brut Champagne,N.V.,3.6,Champagne,champagne,champagne
3,champagne-philipponnat,Philipponnat,Grand Blanc Brut Champagne,2005,4.2,Champagne,champagne,champagne
4,lousteauneuf,Château Lousteauneuf,Médoc,2016,3.6,Médoc,medoc,bordeaux
5,chateau-carbonnieux,Château Carbonnieux,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2008,3.9,Pessac-Léognan,pessac-leognan,bordeaux
6,chateau-la-pointe,Château La Pointe,Pomerol,2016,4.1,Pomerol,pomerol,bordeaux
7,champagne-billecart-salmon,Billecart-Salmon,Extra Brut Champagne,N.V.,4.1,Champagne,champagne,champagne
8,chateau-vray-croix-de-gay,Château Vray Croix de Gay,Pomerol,2013,4.1,Pomerol,pomerol,bordeaux
9,chateau-vray-croix-de-gay,Château Vray Croix de Gay,Pomerol,2014,3.8,Pomerol,pomerol,bordeaux
10,sebastein-bobinet,Domaine Bobinet,Ruben,2018,3.9,Saumur,saumur,
11,domaine-des-roches-neuves,Domaine des Roches Neuves,Terres Chaudes Saumur-Champigny,2017,3.7,Saumur-Champigny,saumur-champigny,
12,bertrand-braneyre,Château Bertrand Braneyre,Vieilles Vignes Haut-Médoc,2008,3.6,Haut-Médoc,haut-medoc,bordeaux
13,domaine-des-remizieres,Domaine des Remizières,Cuvée Emilie Hermitage Rouge,2014,4.2,Hermitage,hermitage,hermitage
14,meo-camuzet,Méo-Camuzet,Clos de Vougeot Grand Cru,2016,4.6,Clos Vougeot Grand Cru,clos-de-vougeot,cote-de-nuits
15,paul-jaboulet-aine-1387,Paul Jaboulet Aîné,Hermitage La Petite Chapelle,2013,4.1,Hermitage,hermitage,hermitage
16,domaine-thenard,Domaine Thénard,Montrachet Grand Cru,2005,4.4,Montrachet Grand Cru,montrachet-grand-cru,cote-de-beaune
17,roger-sabon,Roger Sabon,Lirac,2015,3.8,Lirac,lirac,rhone
18,domaine-de-marcoux,Domaine de Marcoux,La Lorentine Lirac,2016,3.7,Lirac,lirac,rhone
19,fr-les-heritiers-du-comte-lafon,Les Héritiers du Comte Lafon,Clos de la Crochette Mâcon-Chardonnay,2017,3.9,Mâcon-Chardonnay,macon-chardonnay,maconnais
20,de-venoge,De Venoge,Louis XV Brut Champagne,2008,4.5,Champagne,champagne,champagne
21,chateau-rouget,Château Rouget,Pomerol,2013,4.1,Pomerol,pomerol,bordeaux
22,dom-perignon,Dom Pérignon,P2 Plénitude Brut Champagne,2002,4.7,Champagne,champagne,champagne
23,agrapart-fils,Agrapart & Fils,Terroirs Blanc de Blancs Extra Brut Champagne Grand Cru 'Avize',N.V.,4.2,Champagne Grand Cru 'Avize',champagne-grand-cru-avize,champagne
24,mas-amiel,Mas Amiel,Vintage,2016,3.7,Maury,maury,
0,domaine-de-la-janasse,Domaine de la Janasse,Châteauneuf-du-Pape Chaupin,2013,4.1,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
1,philippe-gonet,Philippe Gonet,Réserve Brut Champagne Grand Cru 'Le Mesnil-sur-Oger',N.V.,3.8,Champagne Grand Cru 'Le Mesnil-sur-Oger',champagne-grand-cru-le-mesnil-sur-oger,champagne
2,domaine-arnoux-pere-fils,Domaine Arnoux Pére & Fils,Bourgogne Pinot Noir,2017,3.7,Bourgogne,bourgogne,bourgogne
3,pol-roger,Pol Roger,Réserve Brut Champagne,N.V.,4.2,Champagne,champagne,champagne
4,domaine-de-marcoux,Domaine de Marcoux,Châteauneuf-du-Pape,2015,4.1,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
5,bollinger,Bollinger,James Bond 007 Brut Champagne,2011,4.6,Champagne,champagne,champagne
6,jean-michel-gerin,Jean-Michel Gerin,Champin le Seigneur Côte-Rôtie,2017,4.3,Côte-Rôtie,cote-rotie,rhone
7,trimbach-alsace,Trimbach,Riesling Alsace,2016,3.7,Alsace,alsace,alsace
8,chateau-margaux,Château Margaux,Pavillon Rouge du Château Margaux,2000,4.5,Margaux,margaux,bordeaux
9,chateau-de-beaucastel,Château de Beaucastel,Hommage à Jacques Perrin Châteauneuf-du-Pape,2010,4.5,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
10,chateau-beychevelle,Château Beychevelle,Saint-Julien (Grand Cru Classé),2002,4.3,Saint-Julien,saint-julien,bordeaux
11,chateau-de-beaucastel,Château de Beaucastel,Hommage à Jacques Perrin Châteauneuf-du-Pape,2012,4.4,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
12,chateau-de-beaucastel,Château de Beaucastel,Hommage à Jacques Perrin Châteauneuf-du-Pape,2013,4.4,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
13,chateau-de-beaucastel,Château de Beaucastel,Hommage à Jacques Perrin Châteauneuf-du-Pape,2016,4.6,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
14,langoa-and-leoville-barton,Château Langoa Barton,Saint-Julien (Grand Cru Classé),2000,4.2,Saint-Julien,saint-julien,bordeaux
15,chateau-siran,Château Siran,Margaux,2000,4.1,Margaux,margaux,bordeaux
16,chateau-lagrange,Château Lagrange,Les Fiefs de Lagrange Saint-Julien,2000,4.1,Saint-Julien,saint-julien,bordeaux
17,chateau-phelan-segur,Château Phélan Ségur,Saint-Estèphe,2010,4.0,Saint-Estèphe,saint-estephe,bordeaux
18,fr-chateau-darmailhac,Château d'Armailhac,Pauillac (Grand Cru Classé),2003,4.1,Pauillac,pauillac,bordeaux
19,fr-chateau-doisy-daene,Château Doisy-Daëne,Barsac (Grand Cru Classé),2003,4.2,Barsac,barsac,bordeaux
20,chateau-chasse-spleen,Château Chasse-Spleen,Moulis-en-Médoc,2002,4.0,Moulis-en-Médoc,moulis-en-medoc,bordeaux
21,chateau-duhart-milon,Château Duhart-Milon,Pauillac (Grand Cru Classé),2004,4.3,Pauillac,pauillac,bordeaux
22,fr-chateau-darmailhac,Château d'Armailhac,Pauillac (Grand Cru Classé),2005,4.2,Pauillac,pauillac,bordeaux
23,chateau-lynch-bages,Château Lynch-Bages,Pauillac (Grand Cru Classé),2003,4.4,Pauillac,pauillac,bordeaux
24,chateau-mazeyres,Château Mazeyres,Pomerol,2003,3.9,Pomerol,pomerol,bordeaux
0,mas-amiel,Mas Amiel,Vintage,2016,3.7,Maury,maury,
1,domaine-de-la-janasse,Domaine de la Janasse,Châteauneuf-du-Pape Vieilles Vignes,2012,4.2,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
2,la-conseillante,Château La Conseillante,Pomerol,2017,4.1,Pomerol,pomerol,bordeaux
3,louis-claude-desvignes,Louis Claude Desvignes,La Voûte Saint-Vincent Morgon,2017,3.7,Morgon,morgon,beaujolais
4,chateau-gruaud-larose,Château Gruaud Larose,Saint-Julien (Grand Cru Classé),2017,3.9,Saint-Julien,saint-julien,bordeaux
5,olivier-merlin,Merlin,La Rochelle Moulin à Vent,2013,3.5,Moulin-à-Vent,moulin-a-vent,beaujolais
6,gerard-julien,Domaine Julien,Nuits-Saint-Georges 1er Cru 'Les Bousselots',2014,4.0,Nuits-Saint-Georges 1er Cru 'Aux Bousselots',nuits-saint-georges-aux-bousselots,cote-de-nuits
7,fr-domaine-bruno-clair,Domaine Bruno Clair,Marsannay Rouge,2017,3.9,Marsannay,marsannay,cote-de-nuits
8,chateau-lafite-rothschild,Château Lafite Rothschild,Pauillac (Premier Grand Cru Classé),2000,4.7,Pauillac,pauillac,bordeaux
9,villemaurine,Château Villemaurine,Saint-Émilion Grand Cru (Grand Cru Classé),2015,4.0,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
10,chateau-vannieres,Château Vannières,Bandol Rouge,2014,3.9,Bandol,bandol,
11,bastide-du-claux,Bastide du Claux,Le Claux,2016,3.7,Luberon,luberon,rhone
12,noaillac,Château Noaillac,Médoc,2011,3.6,Médoc,medoc,bordeaux
13,domaine-hubert-lamy,Hubert Lamy,Saint-Aubin 1er Cru 'Derrière Chez Edouard' Blanc,2015,4.1,Saint-Aubin 1er Cru 'Derrière chez Edouard',saint-aubin-derriere-chez-edouard,cote-de-beaune
14,champagne-drappier,Drappier,Carte d'Or Brut Champagne,N.V.,3.9,Champagne,champagne,champagne
15,chateau-leoville-las-cases,Château Léoville Las Cases,Clos du Marquis Saint-Julien,2016,4.1,Saint-Julien,saint-julien,bordeaux
16,branaire-ducru,Château Branaire-Ducru,Duluc de Branaire-Ducru Saint-Julien (Chateau Duluc),2010,3.8,Saint-Julien,saint-julien,bordeaux
17,alain-gras,Alain Gras,Saint-Romain Blanc,2018,4.1,Saint-Romain,saint-romain,cote-de-beaune
18,alphonse-mellot,Alphonse Mellot,Les Herses Sancerre,2013,3.8,Sancerre,sancerre,loire-valley
19,domaine-des-roches-neuves,Domaine des Roches Neuves,L'Insolite Saumur,2016,3.8,Saumur,saumur,loire-valley
20,alain-gras,Alain Gras,Saint-Romain Blanc,2017,4.0,Saint-Romain,saint-romain,cote-de-beaune
21,pavie-decesse,Château Pavie Decesse,Saint-Émilion Grand Cru (Grand Cru Classé),2002,4.5,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
22,de-sousa-and-fils,De Sousa,Brut Rosé Champagne,N.V.,3.9,Champagne,champagne,champagne
23,champagne-r-and-l-legras,R. & L. Legras,Blanc de Blancs Brut Champagne Grand Cru,N.V.,4.0,Champagne Grand Cru,champagne-grand-cru,champagne
24,chateau-fontenil,Château Fontenil,Fronsac,2003,3.9,Fronsac,fronsac,bordeaux
0,bastide-du-claux,Bastide du Claux,Le Claux,2016,3.7,Luberon,luberon,rhone
1,noaillac,Château Noaillac,Médoc,2011,3.6,Médoc,medoc,bordeaux
2,domaine-hubert-lamy,Hubert Lamy,Saint-Aubin 1er Cru 'Derrière Chez Edouard' Blanc,2015,4.1,Saint-Aubin 1er Cru 'Derrière chez Edouard',saint-aubin-derriere-chez-edouard,cote-de-beaune
3,champagne-drappier,Drappier,Carte d'Or Brut Champagne,N.V.,3.9,Champagne,champagne,champagne
4,branaire-ducru,Château Branaire-Ducru,Duluc de Branaire-Ducru Saint-Julien (Chateau Duluc),2010,3.8,Saint-Julien,saint-julien,bordeaux
5,alain-gras,Alain Gras,Saint-Romain Blanc,2018,4.1,Saint-Romain,saint-romain,cote-de-beaune
6,alphonse-mellot,Alphonse Mellot,Les Herses Sancerre,2013,3.8,Sancerre,sancerre,loire-valley
7,domaine-des-roches-neuves,Domaine des Roches Neuves,L'Insolite Saumur,2016,3.8,Saumur,saumur,loire-valley
8,alain-gras,Alain Gras,Saint-Romain Blanc,2017,4.0,Saint-Romain,saint-romain,cote-de-beaune
9,pavie-decesse,Château Pavie Decesse,Saint-Émilion Grand Cru (Grand Cru Classé),2002,4.5,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
10,de-sousa-and-fils,De Sousa,Brut Rosé Champagne,N.V.,3.9,Champagne,champagne,champagne
11,champagne-r-and-l-legras,R. & L. Legras,Blanc de Blancs Brut Champagne Grand Cru,N.V.,4.0,Champagne Grand Cru,champagne-grand-cru,champagne
12,chateau-fontenil,Château Fontenil,Fronsac,2003,3.9,Fronsac,fronsac,bordeaux
13,chateau-malartic-lagraviere,Château Malartic-Lagravière,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2014,4.0,Pessac-Léognan,pessac-leognan,bordeaux
14,chateau-malartic-lagraviere,Château Malartic-Lagravière,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2012,4.0,Pessac-Léognan,pessac-leognan,bordeaux
15,olivier-pithon,Olivier Pithon,Cuvée Laïs Blanc,2018,3.8,Languedoc-Roussillon,languedoc-roussillon,languedoc-roussillon
16,krug,Krug,Clos d'Ambonnay Blanc de Noirs Brut Champagne,2000,4.8,Champagne,champagne,champagne
17,chateau-lilian-ladouys,Château Lilian Ladouys,Saint-Estèphe,2017,3.9,Saint-Estèphe,saint-estephe,bordeaux
18,moet-chandon,Moët & Chandon,Grand Vintage Brut Champagne,2012,4.2,Champagne,champagne,champagne
19,beau-site,Château Beau-Site,Saint-Estèphe,2014,3.9,Saint-Estèphe,saint-estephe,bordeaux
20,gilles-morat,Gilles Morat,Terres du Menhir Pouilly-Fuissé,2018,4.2,Pouilly-Fuissé,pouilly-fuisse,maconnais
21,fr-les-heritiers-du-comte-lafon,Les Héritiers du Comte Lafon,Les Maranches Mâcon-Uchizy,2016,3.7,Mâcon-Uchizy,macon-uchizy,maconnais
22,joseph-voillot,Domaine Joseph Voillot,Volnay 1er Cru 'Les Champans',2016,3.8,Volnay 1er Cru 'Champans',volnay-champans,cote-de-beaune
23,domaine-henri-boillot,Domaine Henri Boillot,Volnay 1er Cru Les Chevrets,2016,4.2,Volnay 1er Cru 'En Chevret',volnay-en-chevret,cote-de-beaune
24,taittinger,Taittinger,Comtes de Champagne Rosé,2007,4.3,Champagne,champagne,champagne
0,olivier-pithon,Olivier Pithon,Cuvée Laïs Blanc,2018,3.8,Languedoc-Roussillon,languedoc-roussillon,languedoc-roussillon
